CT0,CT1,CT2,CT3,CT4,CT5,CT6,CT7,CT8
0.0,0.0,0.0,0.0,0.0,0.0,78.03732603276012,45.904309431035365,36.72344754482829
0.0,0.0,0.0,0.0,0.0,0.0,78.04446851728522,45.90851089252072,36.72680871401658
0.0,0.0,0.0,0.0,0.0,0.0,78.04876369355644,45.9110374667979,36.72882997343832
0.0,0.0,0.0,0.0,0.0,0.0,78.05309480489052,45.91358517934736,36.73086814347789
0.0,0.0,0.0,229.2715119535382,458.5430239070774,229.2715119535382,77.95816901699628,45.857746480586044,36.68619718446883
0.0,0.0,0.0,228.7520758516103,457.50415170322157,228.7520758516103,77.86863891301104,45.805081713535905,36.64406537082873
0.0,0.0,0.0,228.93062904467075,457.86125808934247,228.93062904467075,77.97285800022382,45.86638705895519,36.69310964716415
0.0,0.0,0.0,228.840204837341,457.68040967468295,228.840204837341,77.94798219763851,45.851754233905005,36.68140338712401
0.0,0.0,0.0,228.79866789130787,457.5973357826167,228.79866789130787,77.93856386526095,45.846214038388794,36.67697123071103
4.596111705236393,4.596111705236393,4.596111705236393,228.82505448217924,457.65010896435945,228.82505448217924,77.939351958162,45.84667762244823,36.67734209795859
4.594934637459541,4.594934637459541,4.594934637459541,228.78503713492694,457.57007426985484,228.78503713492694,77.92624815980035,45.83896950576491,36.67117560461193
4.594366452293467,4.594366452293467,4.594366452293467,228.80682451398295,457.61364902796686,228.80682451398295,77.92812085958334,45.84007109387255,36.67205687509804
4.5889323098655215,4.5889323098655215,4.5889323098655215,228.87236816967476,457.7447363393505,228.87236816967476,77.94249452106745,45.8485261888632,36.67882095109056
4.588234993615005,4.588234993615005,4.588234993615005,228.7862015835953,457.57240316719157,228.7862015835953,77.92412817655575,45.83772245679751,36.670177965438
4.5876557167759655,4.5876557167759655,4.5876557167759655,228.78426879997062,457.5685375999422,228.78426879997062,77.920585427831,45.83563848695941,36.66851078956753
4.587056158218384,4.587056158218384,4.587056158218384,228.77522175916934,457.55044351833965,228.77522175916934,77.91917254277631,45.834807378103704,36.667845902482966
4.58649061487388,4.58649061487388,4.58649061487388,228.7411416030445,457.48228320608996,228.7411416030445,77.91631978793501,45.83312928702059,36.66650342961647
4.587080620210863,4.587080620210863,4.587080620210863,228.87008213850808,457.74016427701713,228.87008213850808,77.94259424991776,45.8485848528928,36.678867882314236
4.586462481380496,4.586462481380496,4.586462481380496,228.9337532721616,457.86750654432416,228.9337532721616,77.80491013723282,45.76759419837225,36.614075358697804
4.585778085066556,4.585778085066556,4.585778085066556,229.12201839043018,458.24403678086134,229.12201839043018,77.88464312903835,45.81449595825785,36.65159676660628
4.585361321652725,4.585361321652725,4.585361321652725,229.145305061969,458.29061012393896,229.145305061969,77.89339080025981,45.819641647211654,36.655713317769326
4.584886368405641,4.584886368405641,4.584886368405641,229.1579966974178,458.31599339483654,229.1579966974178,77.90067617116253,45.82392715950736,36.65914172760589
4.584452563252851,4.584452563252851,4.584452563252851,229.5667409055461,459.1334818110932,229.5667409055461,77.97836195209807,45.86962467770475,36.6956997421638
4.580243111929063,4.580243111929063,4.580243111929063,229.63079420702024,459.26158841404146,229.63079420702024,77.99704463337655,45.8806144902215,36.7044915921772
