,CT1,CT1,CT2,CT2,CT3,CT3,CT4,CT4,CT4,CT5,CT5,CT5,CT6,CT6,CT6,CT7,CT7,CT7,CT7,CT8,CT8,CT9,CT9,CT10,CT10,CT10,CT10,CT11,CT11,CT11,CT12,CT12,CT12,CT13,CT13,CT13,CT14,CT14,CT14,CT15,CT15,CT15,CT15,CT16,CT16,CT16,CT17,CT17,CT17,CT18,CT18,CT18,CT19,CT19,CT19,CT19,CT20,CT20,CT20,CT20,CT21,CT21,CT22,CT22,CT22,CT22,CT23,CT23,CT23,CT23,CT24,CT24,CT24,CT25,CT25,CT26,CT26,CT27,CT27,CT27,CT28,CT28,CT28,CT29,CT29,CT30,CT30,CT31,CT31,CT32,CT32,CT33,CT33,CT33,CT33,CT34,CT34,CT34,CT35,CT35,CT35,CT35,CT36,CT36,CT36,CT37,CT37,CT37,CT38,CT38,CT38,CT39,CT39,CT40,CT40,CT41,CT41,CT41,CT42,CT42,CT42
,5000,10000,2500,10000,1700,10000,1700,10000,10000,1700,2500,5000,2500,5000,10000,1000,5000,10000,10000,800,5000,10000,10000,1000,10000,10000,10000,1700,10000,10000,1700,5000,10000,800,2500,5000,10000,10000,10000,300,10000,10000,10000,1700,2500,10000,400,1700,5000,300,1700,5000,200,2500,5000,10000,5000,10000,10000,10000,5000,10000,1700,2500,5000,10000,1700,2500,5000,10000,5000,10000,10000,2500,5000,1700,10000,2500,5000,10000,2500,10000,10000,200,2500,200,1000,100,800,150,1000,400,2500,10000,10000,5000,10000,10000,1000,2500,5000,10000,500,1700,2500,1000,5000,10000,800,5000,10000,2500,10000,150,5000,300,10000,10000,2500,10000,10000
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,36.96476554231656,73.92953108463313,19.128531854008504,76.51412741603401,12.736893150925694,74.9229008877982,13.645035020315158,80.26491188420681,80.26491188420681,11.837410234598602,17.407956227350887,34.815912454701774,19.664265951456407,39.328531902912815,78.65706380582563,7.870999031125332,39.35499515562665,78.7099903112533,78.7099903112533,6.089847793542366,38.061548709639794,82.34780998750905,82.34780998750905,8.477899556799974,84.77899556799974,84.77899556799974,84.77899556799974,13.68270665520576,80.48650973650447,80.48650973650447,14.817943949576543,43.582188086989824,87.16437617397965,6.0664531878517876,18.957666212036838,37.915332424073675,79.1407733754566,79.1407733754566,79.1407733754566,2.360408099457301,78.68026998191002,78.68026998191002,78.68026998191002,13.26370831456166,19.505453403767145,78.02181361506858,3.066620725881264,13.03313808499537,38.332759073515795,2.4405171524650995,13.82959719730223,40.67528587441833,1.5462492644365209,19.32811580545651,38.65623161091302,77.31246322182604,39.5790106205375,79.158021241075,79.158021241075,79.158021241075,39.35578162981901,78.71156325963803,13.468222312142014,19.806209282561788,39.612418565123576,79.22483713024715,13.425123849874966,19.742829190992595,39.48565838198519,78.97131676397038,37.915531570156794,75.83106314031359,75.83106314031359,18.740194705234856,37.48038941046971,13.524656889434281,79.55680523196638,17.786159900060273,35.572319800120546,71.14463960024109,19.264032756801097,77.05613102720439,77.05613102720439,1.4738278055325247,18.422847569156563,1.5245407329126288,7.622703664563145,0.8269408809395093,6.615527047516075,1.1203641908825808,7.469094605883871,3.2603698597968034,20.377311623730026,81.5092464949201,81.5092464949201,37.677755780169974,75.35551156033995,75.35551156033995,7.678852290420608,19.19713072605152,38.39426145210304,76.78852290420608,3.955561663217344,13.44890965493897,19.77780831608672,8.071659986006148,40.35829993003075,80.7165998600615,6.51311557028438,40.70697231427737,81.41394462855475,18.794410683031135,75.17764273212454,1.1205962654709307,37.353208849031034,2.5718644960262402,85.72881653420802,85.72881653420802,19.552448481315103,78.20979392526041,78.20979392526041
5,77.41300673416441,154.82601346832882,36.86103597159689,147.44414388638756,26.365707541392112,155.09239730230655,26.38699450445474,155.21761473208667,155.21761473208667,25.20158206085211,37.0611500894884,74.1223001789768,37.66254393647073,75.32508787294147,150.65017574588293,15.486616679503866,77.43308339751934,154.86616679503868,154.86616679503868,12.09203140932855,75.57519630830345,155.5165064006399,155.5165064006399,15.495852477378536,154.95852477378534,154.95852477378534,154.95852477378534,26.090948796596273,153.4761693917428,153.4761693917428,26.368245536714536,77.55366334327802,155.10732668655604,12.226288885111229,38.207152765972594,76.41430553194519,152.74965174300627,152.74965174300627,152.74965174300627,4.66179141139895,155.39304704663158,155.39304704663158,155.39304704663158,25.926080251294238,38.126588604844464,152.50635441937786,6.145918490782748,26.12015358582667,76.82398113478432,4.623784765385876,26.2014470038533,77.06307942309793,3.1046093528306367,38.807616910382954,77.61523382076591,155.23046764153182,77.14140827066267,154.28281654132533,154.28281654132533,154.28281654132533,74.55040091666928,149.10080183333855,25.807763787549582,37.95259380521998,75.90518761043997,151.81037522087993,25.698009800665442,37.79119088333152,75.58238176666303,151.16476353332607,74.54586707664787,149.09173415329573,149.09173415329573,38.53344904166162,77.06689808332324,26.382208809385467,155.18946358462037,37.14571254654171,74.29142509308342,148.58285018616684,38.41213867752852,153.64855471011407,153.64855471011407,3.076640427106994,38.45800533883742,3.0068106133605985,15.034053066802999,1.4123650074696905,11.298920059757524,2.3043535666702475,15.362357111134987,6.213566217912462,38.834788861952894,155.33915544781158,155.33915544781158,74.51749621136523,149.03499242273045,149.03499242273045,15.442582282907226,38.60645570726807,77.21291141453614,154.42582282907227,7.7062194340126515,26.201146075643017,38.531097170063255,15.535085413831496,77.6754270691575,155.350854138315,12.438035463992588,77.7377216499537,155.4754432999074,37.2783609208682,149.1134436834728,2.326626571283475,77.5542190427825,4.644939585987699,154.83131953292335,154.83131953292335,38.354375296209014,153.41750118483606,153.41750118483606
6,64.19239245075762,128.38478490151525,30.617263082876708,122.46905233150683,21.860563330720677,128.59154900423923,21.94139036340415,129.0670021376715,129.0670021376715,21.033276807391953,30.93128942263522,61.86257884527044,31.30285625273607,62.60571250547214,125.21142501094428,12.860885507507287,64.30442753753644,128.60885507507288,128.60885507507288,10.04693827620178,62.793364226261126,129.50900093598887,129.50900093598887,12.922683684464543,129.22683684464542,129.22683684464542,129.22683684464542,21.734937397502428,127.8525729264849,127.8525729264849,22.02471283101154,64.77856715003395,129.5571343000679,10.149565545036435,31.71739232823886,63.43478465647772,127.12140820194361,127.12140820194361,127.12140820194361,3.868912276634199,128.9637425544733,128.9637425544733,128.9637425544733,21.54637067255967,31.68583922435246,126.74335689740984,5.102562536814398,21.68589078146119,63.782031710179965,3.8520049003220054,21.82802776849136,64.20008167203342,2.578978463962223,32.23723079952779,64.47446159905557,128.94892319811115,64.03282517125164,128.0656503425033,128.0656503425033,128.0656503425033,62.0995592161184,124.1991184322368,21.476786387041994,31.583509392708827,63.16701878541765,126.3340375708353,21.383647555273484,31.44654052246101,62.89308104492202,125.78616208984404,61.88795947509653,123.77591895019306,123.77591895019306,32.00408359960717,64.00816719921434,21.942990200026156,129.07641294133035,30.797479235554547,61.594958471109095,123.18991694221819,31.862851775734846,127.45140710293938,127.45140710293938,2.5566564980140085,31.958206225175104,2.5807995476162,12.903997738080998,1.2552555720170957,10.042044576136766,1.9525618669293343,13.017079112862227,5.167869990640449,32.29918744150281,129.19674976601124,129.19674976601124,61.86355217472877,123.72710434945753,123.72710434945753,12.821900090276403,32.054750225691,64.109500451382,128.219000902764,6.416950579665703,21.81763197086339,32.08475289832851,12.922460082436668,64.61230041218334,129.2246008243667,10.346275224153256,64.66422015095786,129.32844030191572,30.943528354738806,123.77411341895522,1.9266870354911505,64.22290118303835,3.87793892908569,129.26463096952298,129.26463096952298,31.846712034729606,127.38684813891842,127.38684813891842
7,60.38023159521073,120.76046319042146,29.933207191584685,119.73282876633874,20.845818267461954,122.62246039683502,21.52310845127922,126.6065203016425,126.6065203016425,19.60556211295323,28.8317089896371,57.6634179792742,30.510639347421534,61.02127869484307,122.04255738968614,12.40377156164024,62.018857808201204,124.03771561640241,124.03771561640241,10.000131174323904,62.50081983952441,127.8354813737373,127.8354813737373,12.488872388459296,124.88872388459299,124.88872388459299,124.88872388459299,20.97338020010388,123.37282470649343,123.37282470649343,21.824751604118173,64.19044589446521,128.38089178893043,9.223060043074316,28.822062634607242,57.644125269214484,123.19948185566173,123.19948185566173,123.19948185566173,3.714327624895697,123.81092082985654,123.81092082985654,123.81092082985654,21.57787651421093,31.73217134442784,126.92868537771136,5.1409383698515585,21.848988071869112,64.26172962314446,3.650566687911168,20.68654456482995,60.842778131852796,2.533212410082892,31.665155126036147,63.330310252072294,126.66062050414459,62.49330632639875,124.9866126527975,124.9866126527975,124.9866126527975,61.932387356326494,123.86477471265299,21.592049328673834,31.75301371863799,63.50602743727598,127.01205487455196,21.4456806202042,31.53776561794736,63.07553123589472,126.15106247178944,60.872119138964294,121.74423827792859,121.74423827792859,32.02388499476499,64.04776998952998,21.435843242094442,126.09319554173199,30.451200275395408,60.902400550790816,121.80480110158163,31.513778674013203,126.05511469605281,126.05511469605281,2.5821498036677317,32.27687254584665,2.5733971965097298,12.866985982548648,1.2377924867746057,9.902339894196846,1.957057967597718,13.04705311731812,5.1212191640872335,32.00761977554521,128.03047910218083,128.03047910218083,60.959725850902096,121.91945170180419,121.91945170180419,12.820625653681594,32.051564134203986,64.10312826840797,128.20625653681594,6.518988230407379,22.164559983385086,32.59494115203689,12.869937995062878,64.34968997531439,128.69937995062878,10.253011858411758,64.08132411507349,128.16264823014697,29.475952231387716,117.90380892555086,1.723007259959308,57.43357533197693,3.8430206246447955,128.10068748815985,128.10068748815985,30.94548776572795,123.7819510629118,123.7819510629118
8,61.57654705254969,123.15309410509938,31.524990626371608,126.09996250548643,21.177705674020622,124.57473925894479,22.668980257898355,133.34694269351974,133.34694269351974,19.624498895499777,28.85955719926438,57.71911439852876,31.85255357534189,63.70510715068378,127.41021430136756,12.976692930397073,64.88346465198538,129.76692930397076,129.76692930397076,10.5455517638374,65.90969852398374,135.44016774406677,135.44016774406677,13.079418614897163,130.79418614897165,130.79418614897165,130.79418614897165,21.89996789229269,128.82334054289817,128.82334054289817,23.43051957343434,68.91329286304217,137.82658572608435,9.154380268382567,28.607438338695527,57.214876677391054,128.60719566502308,128.60719566502308,128.60719566502308,3.855970557959264,128.53235193197546,128.53235193197546,128.53235193197546,22.91902472026972,33.704448118043715,134.81779247217486,5.496373597640017,23.359587789970075,68.7046699705002,3.7647996887553488,21.333864902946974,62.74666147925581,2.62061126512639,32.75764081407988,65.51528162815976,131.0305632563195,65.20067863127093,130.40135726254186,130.40135726254186,130.40135726254186,66.14929305676581,132.29858611353163,22.86833592198076,33.629905767618766,67.25981153523753,134.51962307047506,22.45507900667149,33.022175009811015,66.04435001962203,132.08870003924406,63.176879558120646,126.35375911624129,126.35375911624129,33.88379352853902,67.76758705707805,21.93523464606336,129.03079203566676,31.28347069212558,62.56694138425116,125.13388276850232,32.71613756261805,130.8645502504722,130.8645502504722,2.7076666592111374,33.845833240139214,2.5749436130074947,12.874718065037477,1.2337331812281647,9.869865449825317,2.028115186085186,13.520767907234575,5.363682744519045,33.523017153244034,134.09206861297614,134.09206861297614,63.788658366932154,127.57731673386431,127.57731673386431,13.424974641343288,33.56243660335823,67.12487320671646,134.24974641343292,7.038855899124271,23.932110057022527,35.19427949562136,13.587976112533191,67.93988056266595,135.8797611253319,10.957906637107312,68.4869164819207,136.9738329638414,30.60245379776933,122.40981519107731,1.689387645259472,56.31292150864906,4.107653672122205,136.92178907074018,136.92178907074018,32.294481143752535,129.17792457501014,129.17792457501014
